sinh(-2*x)	-2*x - 4*x**3/3
exp(-2*x**3+5)-(5*x**2-3)*sin(5*x**2/9)/exp(3*x-7)	exp(5) + 5*x**2*exp(7)/3 + x**3*(-5*exp(7) - 2*exp(5)) + 85*x**4*exp(7)/18
(4*x**2-9)*cosh(3*x**3+8)+sinh(-8*x**2/6)-(3*x**3-5)*cosh(8*x+1)	5*cosh(1) - 9*cosh(8) + 40*x*sinh(1) + x**2*(-4/3 + 160*cosh(1) + 4*cosh(8)) + x**3*(-27*sinh(8) - 3*cosh(1) + 1280*sinh(1)/3) + x**4*(-24*sinh(1) + 2560*cosh(1)/3)
sin(3*x**3+5)+sin(-3*x**2+1)+(5*x**3-3)*cos(2*x-1)	sin(1) + sin(5) - 3*cos(1) - 6*x*sin(1) + 3*x**2*cos(1) + x**3*(3*cos(5) + 5*cos(1) + 4*sin(1)) + x**4*(-2*cos(1) + 11*sin(1)/2)
(8*x/2)*cos(-3*x**2+1)	4*x*cos(1) + 12*x**3*sin(1)
tanh(8*x**2-6)-(4*x**2+6)*exp(-5*x**3+4)	-tanh(6) - 6*exp(4) + x**2*(-4*exp(4) - 8*tanh(6)**2 + 8) + 30*x**3*exp(4) + x**4*(-64*tanh(6)**3 + 64*tanh(6))
tan(-7*x**2+9)	tan(9) + x**2*(-7 - 7*tan(9)**2) + x**4*(49*tan(9) + 49*tan(9)**3)
(8*x**2/4)*cosh(-8*x**2-1)/tanh(-5*x/6)	-12*x*cosh(1)/5 + x**3*(-96*sinh(1)/5 - 5*cosh(1)/9)
-exp(4*x**3+4)-exp(-3*x**3+9)+tan(6*x-5)	-tan(5) - exp(4) - exp(9) + x*(6 + 6*tan(5)**2) + x**2*(-36*tan(5) - 36*tan(5)**3) + x**3*(-4*exp(4) + 72 + 288*tan(5)**2 + 3*exp(9) + 216*tan(5)**4) + x**4*(-864*tan(5) - 2160*tan(5)**3 - 1296*tan(5)**5)
(4*x**3+6)*sinh(-8*x**2/4)	-12*x**2
-exp(8*x**2)/exp(-3*x**3/6)	-1 - 8*x**2 - x**3/2 - 32*x**4
sin(2*x**2-1)+(2*x**3+9)*sinh(7*x**2-6)	-sin(1) - 9*sinh(6) + x**2*(2*cos(1) + 63*cosh(6)) - 2*x**3*sinh(6) + x**4*(-441*sinh(6)/2 + 2*sin(1))
(6*x)*ln(8*x**2+9)-ln(3*x+2)	-log(2) + x*(-3/2 + 6*log(9)) + 9*x**2/8 + 101*x**3/24 + 81*x**4/64
-cosh(-6*x**2+5)/sinh(-5*x-2)+cos(7*x/2)	cosh(5)/sinh(2) + 1 - 5*x*cosh(2)*cosh(5)/sinh(2)**2 + x**2*(-6*sinh(5)/sinh(2) - 49/8 + (-25/2 + 25*cosh(2)**2/sinh(2)**2)*cosh(5)/sinh(2)) + x**3*((-5*(-25/2 + 25*cosh(2)**2/sinh(2)**2)*cosh(2)/sinh(2) + 125*cosh(2)/(3*sinh(2)))*cosh(5)/sinh(2) + 30*sinh(5)*cosh(2)/sinh(2)**2) + x**4*(-6*(-25/2 + 25*cosh(2)**2/sinh(2)**2)*sinh(5)/sinh(2) + 2401/384 + 18*cosh(5)/sinh(2) + (-625*cosh(2)**2/(3*sinh(2)**2) + 3125/24 - 5*(-125*cosh(2)**3/sinh(2)**3 + 625*cosh(2)/(6*sinh(2)))*cosh(2)/sinh(2))*cosh(5)/sinh(2))
(6*x**3+3)*cos(2*x**3-6)/(8*x-8)*exp(8*x**3/9)-(9*x**2/7)*sinh(7*x+5)	-3*cos(6)/8 - 3*x*cos(6)/8 + x**2*(-9*sinh(5)/7 - 3*cos(6)/8) + x**3*(-9*cosh(5) - 35*cos(6)/24 - 3*sin(6)/4) + x**4*(-63*sinh(5)/2 - 35*cos(6)/24 - 3*sin(6)/4)
-exp(2*x**3-5)	-exp(-5) - 2*x**3*exp(-5)
(9*x**3-8)*tan(-7*x/4)-(7*x+4)*ln(-9*x**3+4)/tanh(2*x**2-8)	4*log(4)/tanh(8) + x*(7*log(4)/tanh(8) + 14) + 4*x**2*(-2*tanh(8) + 2/tanh(8))*log(4)/tanh(8) + x**3*(-9/tanh(8) + 7*(-2*tanh(8) + 2/tanh(8))*log(4)/tanh(8) + 343/24) + x**4*(-63/(4*tanh(8)) - 63/4 + 4*(-4*tanh(8)**2 + (-2/tanh(8) + 2*tanh(8))**2 + 4)*log(4)/tanh(8))
(6*x**2+5)*cos(-6*x**2-6)	5*cos(6) + x**2*(6*cos(6) - 30*sin(6)) + x**4*(-90*cos(6) - 36*sin(6))
cos(-9*x-5)	cos(5) - 9*x*sin(5) - 81*x**2*cos(5)/2 + 243*x**3*sin(5)/2 + 2187*x**4*cos(5)/8
-(9*x**3-6)*cosh(8*x-5)+tan(-4*x**3-8)	6*cosh(5) - tan(8) - 48*x*sinh(5) + 192*x**2*cosh(5) + x**3*(-512*sinh(5) - 9*cosh(5) - 4*tan(8)**2 - 4) + x**4*(72*sinh(5) + 1024*cosh(5))
(5*x**2-6)*cos(-8*x**3+8)	-6*cos(8) + 5*x**2*cos(8) - 48*x**3*sin(8)
-(4*x**3-5)*ln(-7*x**3+1)	-35*x**3
exp(4*x+5)	exp(5) + 4*x*exp(5) + 8*x**2*exp(5) + 32*x**3*exp(5)/3 + 32*x**4*exp(5)/3
cos(-9*x**2-7)+cosh(5*x**2-7)-(4*x**2+6)*sin(-2*x**3/8)	cosh(7) + cos(7) + x**2*(-5*sinh(7) - 9*sin(7)) + 3*x**3/2 + x**4*(-81*cos(7)/2 + 25*cosh(7)/2)
exp(-7*x**3-2)+cos(-6*x**2/7)+(5*x**3/2)*exp(-6*x**2+6)	1 + exp(-2) + x**3*(-7*exp(-2) + 5*exp(6)/2) - 18*x**4/49
(3*x**3/2)*cos(8*x**2+3)+sin(-9*x+3)/(2*x**3-2)*sin(-4*x**2+2)	-sin(2)*sin(3)/2 + 9*x*sin(2)*cos(3)/2 + x**2*(2*sin(3)*cos(2) + 81*sin(2)*sin(3)/4) + x**3*(-18*cos(2)*cos(3) + 3*cos(3)/2 - sin(2)*sin(3)/2 - 243*sin(2)*cos(3)/4) + x**4*(-2123*sin(2)*sin(3)/16 + 9*sin(2)*cos(3)/2 - 81*sin(3)*cos(2))
-(8*x**3+1)*sinh(-2*x/4)-(9*x**3/2)*exp(-5*x-2)-sin(6*x**2-8)	sin(8) + x/2 - 6*x**2*cos(8) + x**3*(1/48 - 9*exp(-2)/2) + x**4*(-18*sin(8) + 45*exp(-2)/2 + 4)
exp(2*x+4)	exp(4) + 2*x*exp(4) + 2*x**2*exp(4) + 4*x**3*exp(4)/3 + 2*x**4*exp(4)/3
(3*x**2/7)*sin(5*x+6)	3*x**2*sin(6)/7 + 15*x**3*cos(6)/7 - 75*x**4*sin(6)/14
cos(-8*x**2-3)-(6*x-2)*tanh(5*x-9)	cos(3) - 2*tanh(9) + x*(-10*tanh(9)**2 + 6*tanh(9) + 10) + x**2*(-50*tanh(9)**3 - 30 - 8*sin(3) + 30*tanh(9)**2 + 50*tanh(9)) + x**3*(-250*tanh(9)**4 - 150*tanh(9) - 250/3 + 150*tanh(9)**3 + 1000*tanh(9)**2/3) + x**4*(-1250*tanh(9)**5 - 1000*tanh(9)**2 - 2500*tanh(9)/3 - 32*cos(3) + 250 + 750*tanh(9)**4 + 6250*tanh(9)**3/3)
exp(9*x**2-7)/(9*x-7)*cos(-5*x**2/6)	-exp(-7)/7 - 9*x*exp(-7)/49 - 522*x**2*exp(-7)/343 - 4698*x**3*exp(-7)/2401 - 9985595*x**4*exp(-7)/1210104
exp(4*x/5)-exp(8*x**3+6)-(8*x**3/2)*exp(-7*x/5)	1 - exp(6) + 4*x/5 + 8*x**2/25 + x**3*(-8*exp(6) - 1468/375) + 10532*x**4/1875
-cosh(-3*x**2+7)/tan(-3*x**3+7)	-cosh(7)/tan(7) + 3*x**2*sinh(7)/tan(7) - x**3*(3*tan(7) + 3/tan(7))*cosh(7)/tan(7) - 9*x**4*cosh(7)/(2*tan(7))
exp(9*x+9)-ln(7*x**2/9)	exp(9) + 2*log(3) - log(7) - 2*log(x) + 9*x*exp(9) + 81*x**2*exp(9)/2 + 243*x**3*exp(9)/2 + 2187*x**4*exp(9)/8
-(9*x**2+9)*cosh(-2*x**3-4)	-9*cosh(4) - 9*x**2*cosh(4) - 18*x**3*sinh(4)
tanh(-4*x**2-5)	-tanh(5) + x**2*(-4 + 4*tanh(5)**2) + x**4*(-16*tanh(5)**3 + 16*tanh(5))
exp(-5*x**3+1)	E - 5*E*x**3
exp(-4*x**3-4)-(5*x**3/5)*sin(4*x**3/9)	exp(-4) - 4*x**3*exp(-4)
(3*x**2-9)*sin(-6*x**3/2)-sin(-7*x**2-2)	sin(2) + 7*x**2*cos(2) + 27*x**3 - 49*x**4*sin(2)/2
(5*x**3-2)*tanh(-8*x**3/7)/exp(5*x**2/3)-cos(-5*x**2+2)	-cos(2) - 5*x**2*sin(2) + 16*x**3/7 + 25*x**4*cos(2)/2
-(7*x**3-5)*tan(-3*x**3-8)-cosh(6*x**2+5)	-5*tan(8) - cosh(5) - 6*x**2*sinh(5) + x**3*(-15*tan(8)**2 + 7*tan(8) - 15) - 18*x**4*cosh(5)
(6*x**2+2)*tanh(-6*x**2+7)+(8*x**3+8)*tanh(3*x+3)	8*tanh(3) + 2*tanh(7) + x*(24 - 24*tanh(3)**2) + x**2*(-72*tanh(3) - 12 + 6*tanh(7) + 12*tanh(7)**2 + 72*tanh(3)**3) + x**3*(-216*tanh(3)**4 - 72 + 8*tanh(3) + 288*tanh(3)**2) + x**4*(-1080*tanh(3)**3 - 72*tanh(7) - 24*tanh(3)**2 - 12 + 36*tanh(7)**2 + 72*tanh(7)**3 + 432*tanh(3) + 648*tanh(3)**5)
tanh(-9*x**3-9)+sin(4*x**3+4)-tan(3*x)	sin(4) - tanh(9) - 3*x + x**3*(-18 + 4*cos(4) + 9*tanh(9)**2)
-tan(7*x**3-9)-exp(-9*x**2+2)+tanh(-6*x**3+4)	tanh(4) + tan(9) - exp(2) + 9*x**2*exp(2) + x**3*(-13 - 7*tan(9)**2 + 6*tanh(4)**2) - 81*x**4*exp(2)/2
tan(4*x**3-9)-(3*x+3)*exp(-2*x+7)-(9*x+9)*cosh(6*x**3+5)	-tan(9) - 9*cosh(5) - 3*exp(7) + x*(-9*cosh(5) + 3*exp(7)) + x**3*(-54*sinh(5) - 2*exp(7) + 4*tan(9)**2 + 4) + x**4*(-54*sinh(5) + 2*exp(7))
(3*x**3-4)*tan(-9*x-4)+exp(9*x**3/7)	4*tan(4) + 1 + x*(36 + 36*tan(4)**2) + x**2*(324*tan(4) + 324*tan(4)**3) + x**3*(-3*tan(4) + 6813/7 + 3888*tan(4)**2 + 2916*tan(4)**4) + x**4*(-27*tan(4)**2 - 27 + 17496*tan(4) + 26244*tan(4)**5 + 43740*tan(4)**3)
(5*x**3+5)*cos(5*x-8)-ln(7*x**3+1)	5*cos(8) + 25*x*sin(8) - 125*x**2*cos(8)/2 + x**3*(-625*sin(8)/6 - 7 + 5*cos(8)) + x**4*(3125*cos(8)/24 + 25*sin(8))
(6*x**3+1)*exp(-8*x+8)	exp(8) - 8*x*exp(8) + 32*x**2*exp(8) - 238*x**3*exp(8)/3 + 368*x**4*exp(8)/3
(5*x+5)*tan(2*x**2+9)-sinh(8*x**3-3)-(7*x**2+2)*cosh(-5*x**2-9)	sinh(3) + 5*tan(9) - 2*cosh(9) + 5*x*tan(9) + x**2*(-10*sinh(9) - 7*cosh(9) + 10*tan(9)**2 + 10) + x**3*(-8*cosh(3) + 10*tan(9)**2 + 10) + x**4*(-35*sinh(9) - 25*cosh(9) + 20*tan(9) + 20*tan(9)**3)
(5*x/8)*tan(-9*x**2/8)-cosh(5*x**3/4)/sinh(-4*x+6)	-1/sinh(6) - 4*x*cosh(6)/sinh(6)**2 - x**2*(-8 + 16*cosh(6)**2/sinh(6)**2)/sinh(6) + x**3*(-45/64 - (-64*cosh(6)/(3*sinh(6)) + 4*(-8 + 16*cosh(6)**2/sinh(6)**2)*cosh(6)/sinh(6))/sinh(6)) - x**4*(-256*cosh(6)**2/(3*sinh(6)**2) + 4*(-160*cosh(6)/(3*sinh(6)) + 64*cosh(6)**3/sinh(6)**3)*cosh(6)/sinh(6) + 160/3)/sinh(6)
-(2*x**2/4)*tanh(-7*x**3-7)-exp(3*x**2/3)-(3*x**3/6)*tanh(-9*x**2-9)	-1 + x**2*(-1 + tanh(7)/2) + x**3*tanh(9)/2 - x**4/2
(6*x**2+7)*sinh(-3*x**3-5)+tanh(-5*x**2+9)	tanh(9) - 7*sinh(5) + x**2*(-6*sinh(5) - 5 + 5*tanh(9)**2) - 21*x**3*cosh(5) + x**4*(-25*tanh(9) + 25*tanh(9)**3)
-(6*x**3-6)*cosh(7*x**2+2)+cos(4*x**2-6)+sin(-2*x**2-6)	6*cosh(2) + cos(6) - sin(6) + x**2*(-2*cos(6) + 4*sin(6) + 42*sinh(2)) - 6*x**3*cosh(2) + x**4*(-8*cos(6) + 2*sin(6) + 147*cosh(2))
-(9*x**3/8)*cosh(-4*x+1)+(6*x**2+3)*cos(9*x**3/3)/exp(-3*x**3+7)	3*exp(-7) + 6*x**2*exp(-7) + x**3*(-9*cosh(1)/8 + 9*exp(-7)) + 9*x**4*sinh(1)/2
(9*x**2-8)*sinh(4*x+1)	-8*sinh(1) - 32*x*cosh(1) - 55*x**2*sinh(1) - 148*x**3*cosh(1)/3 - 40*x**4*sinh(1)/3
-tan(8*x**2/6)	-4*x**2/3
cos(9*x**3-1)	cos(1) + 9*x**3*sin(1)
(8*x**2-4)*sinh(7*x**2+6)/(8*x/2)*sinh(-6*x**2/6)+(5*x**2/4)*tan(-9*x**3/3)	x*sinh(6) + x**3*(-2*sinh(6) + 7*cosh(6))
(6*x+6)*ln(6*x/3)/tanh(8*x**3+9)/(4*x**3+3)*ln(6*x**2+4)	4*log(2)**2/tanh(9) + 4*log(2)*log(x)/tanh(9) + x*(4*log(2)*log(x)/tanh(9) + 4*log(2)**2/tanh(9)) + x**2*(3*log(x)/tanh(9) + 3*log(2)/tanh(9)) + x**3*(-32*log(2)*log(x)/tanh(9)**2 - 16*log(2)*log(x)/(3*tanh(9)) + 3*log(x)/tanh(9) + 32*log(2)*log(x) - 32*log(2)**2/tanh(9)**2 - 16*log(2)**2/(3*tanh(9)) + 3*log(2)/tanh(9) + 32*log(2)**2) + x**4*(-32*log(2)*log(x)/tanh(9)**2 - 16*log(2)*log(x)/(3*tanh(9)) - 9*log(x)/(4*tanh(9)) + 32*log(2)*log(x) - 32*log(2)**2/tanh(9)**2 - 16*log(2)**2/(3*tanh(9)) - 9*log(2)/(4*tanh(9)) + 32*log(2)**2)
-(6*x**2)*exp(8*x**2/6)+exp(-3*x**3+5)	exp(5) - 6*x**2 - 3*x**3*exp(5) - 8*x**4
tan(2*x**3-3)+ln(2*x**3/4)/(4*x+2)*cos(6*x-3)	-log(2)*cos(3)/2 - tan(3) + 3*log(x)*cos(3)/2 + x*(9*log(x)*sin(3) - 3*log(x)*cos(3) + log(2)*cos(3) - 3*log(2)*sin(3)) + x**2*(-18*log(x)*sin(3) - 21*log(x)*cos(3) + 7*log(2)*cos(3) + 6*log(2)*sin(3)) + x**3*(42*log(x)*cos(3) - 18*log(x)*sin(3) + 2*tan(3)**2 + 6*log(2)*sin(3) + 2 - 14*log(2)*cos(3)) + x**4*(-3*log(x)*cos(3) + 36*log(x)*sin(3) - 12*log(2)*sin(3) + log(2)*cos(3))
(4*x**2/6)*tan(-8*x**3/9)	O(x**5)
-(8*x/9)*cosh(6*x/3)	-8*x/9 - 16*x**3/9
tanh(-6*x**3-7)+exp(-5*x**2-6)	exp(-6) - tanh(7) - 5*x**2*exp(-6) + x**3*(-6 + 6*tanh(7)**2) + 25*x**4*exp(-6)/2
-exp(7*x+6)	-exp(6) - 7*x*exp(6) - 49*x**2*exp(6)/2 - 343*x**3*exp(6)/6 - 2401*x**4*exp(6)/24
(5*x**2/5)*tan(-5*x**3+7)-(9*x**2+4)*exp(-6*x**2-3)	-4*exp(-3) + x**2*(15*exp(-3) + tan(7)) - 18*x**4*exp(-3)
-cos(8*x**3/6)	-1
-exp(6*x**2+2)/(3*x**2/8)*cos(9*x**3+7)/exp(-7*x**2-8)	-8*exp(10)*cos(7)/(3*x**2) - 104*exp(10)*cos(7)/3 + 24*x*exp(10)*sin(7) - 676*x**2*exp(10)*cos(7)/3 + 312*x**3*exp(10)*sin(7) - 7816*x**4*exp(10)*cos(7)/9
(6*x/2)*tanh(3*x/9)	x**2 - x**4/27
-(8*x**3/6)*cosh(-5*x**2+6)+(8*x-3)*tanh(2*x**2-2)	3*tanh(2) - 8*x*tanh(2) + x**2*(-6 + 6*tanh(2)**2) + x**3*(-4*cosh(6)/3 - 16*tanh(2)**2 + 16) + x**4*(-12*tanh(2) + 12*tanh(2)**3)
tanh(6*x**2-1)/(8*x**2+5)*sinh(-9*x+4)	-sinh(4)*tanh(1)/5 + 9*x*cosh(4)*tanh(1)/5 + x**2*(-389*sinh(4)*tanh(1)/50 - 6*sinh(4)*tanh(1)**2/5 + 6*sinh(4)/5) + x**3*(-54*cosh(4)/5 + 54*cosh(4)*tanh(1)**2/5 + 1071*cosh(4)*tanh(1)/50) + x**4*(-1167*sinh(4)*tanh(1)**2/25 - 35027*sinh(4)*tanh(1)/1000 - 36*sinh(4)*tanh(1)**3/5 + 1167*sinh(4)/25)
-(2*x**2-8)*cos(-7*x-9)-(6*x**2+5)*cos(6*x+4)	-5*cos(4) + 8*cos(9) + x*(-56*sin(9) + 30*sin(4)) + x**2*(84*cos(4) - 198*cos(9)) + x**3*(-144*sin(4) + 1414*sin(9)/3) + x**4*(2548*cos(9)/3 - 162*cos(4))
cos(7*x**2/4)/sinh(2*x**2/9)+(9*x/7)*sinh(7*x**2-5)	9/(2*x**2) - 9*x*sinh(5)/7 - 11971*x**2/1728 + 9*x**3*cosh(5)
(9*x+1)*cos(8*x**2+8)-exp(-2*x-6)-exp(-6*x-8)	-exp(-8) - exp(-6) + cos(8) + x*(9*cos(8) + 6*exp(-8) + 2*exp(-6)) + x**2*(-8*sin(8) - 18*exp(-8) - 2*exp(-6)) + x**3*(-72*sin(8) + 4*exp(-6)/3 + 36*exp(-8)) + x**4*(-54*exp(-8) - 2*exp(-6)/3 - 32*cos(8))
-tanh(6*x/2)/(6*x/2)*exp(-4*x**3/3)	-1 + 3*x**2 + 4*x**3/3 - 54*x**4/5
ln(6*x**3/4)	3*log(x) + log(3/2)
-(4*x**3-9)*sinh(-8*x**2/8)-(3*x/5)*exp(-4*x+9)	-3*x*exp(9)/5 + x**2*(-9 + 12*exp(9)/5) - 24*x**3*exp(9)/5 + 32*x**4*exp(9)/5
-tanh(4*x-3)+(7*x**3+9)*cosh(-7*x-8)+cos(-3*x**2+6)	9*cosh(8) + tanh(3) + cos(6) + x*(-4 + 4*tanh(3)**2 + 63*sinh(8)) + x**2*(-16*tanh(3) + 3*sin(6) + 16*tanh(3)**3 + 441*cosh(8)/2) + x**3*(-256*tanh(3)**2/3 + 64/3 + 64*tanh(3)**4 + 7*cosh(8) + 1029*sinh(8)/2) + x**4*(-1280*tanh(3)**3/3 - 9*cos(6)/2 + 512*tanh(3)/3 + 256*tanh(3)**5 + 49*sinh(8) + 7203*cosh(8)/8)
exp(4*x-7)/(3*x**2)*exp(-4*x**3/7)	exp(-7)/(3*x**2) + 4*exp(-7)/(3*x) + 8*exp(-7)/3 + 212*x*exp(-7)/63 + 176*x**2*exp(-7)/63 + 416*x**3*exp(-7)/315 - 536*x**4*exp(-7)/6615
exp(-7*x/9)+(4*x+6)*sinh(-8*x**2+6)-(2*x**2-6)*ln(-8*x**3+8)	6*sinh(6) + 6*log(8) + 1 + x*(-7/9 + 4*sinh(6)) + x**2*(-48*cosh(6) - 2*log(8) + 49/162) + x**3*(-32*cosh(6) - 26587/4374) + x**4*(2401/157464 + 192*sinh(6))
(6*x+6)*cosh(5*x/7)+(4*x**2+1)*cos(9*x/2)-cosh(7*x**3+2)	7 - cosh(2) + 6*x - 1801*x**2/392 + x**3*(75/49 - 7*sinh(2)) - 7175797*x**4/307328
tan(-2*x**3+3)-(8*x**2+2)*tanh(-7*x+7)+(4*x**3+8)*sin(8*x/5)	tan(3) - 2*tanh(7) + x*(134/5 - 14*tanh(7)**2) + x**2*(-98*tanh(7)**3 + 90*tanh(7)) + x**3*(-686*tanh(7)**4 - 22516/125 - 2*tan(3)**2 + 2576*tanh(7)**2/3) + x**4*(-4802*tanh(7)**5 - 8428*tanh(7)/3 + 32/5 + 22834*tanh(7)**3/3)
exp(-8*x**2+4)+(2*x+6)*cos(4*x+4)	exp(4) + 6*cos(4) + x*(2*cos(4) - 24*sin(4)) + x**2*(-8*exp(4) - 8*sin(4) - 48*cos(4)) + x**3*(64*sin(4) - 16*cos(4)) + x**4*(64*cos(4) + 64*sin(4)/3 + 32*exp(4))
-(7*x**2/9)*exp(5*x**2-1)/(8*x/9)*exp(-7*x**2+3)	-7*x*exp(2)/8 + 7*x**3*exp(2)/4
exp(7*x**3+8)-sinh(6*x**3-6)-(9*x-4)*sin(8*x**2+4)	exp(8) + sinh(6) + 4*sin(4) - 9*x*sin(4) + 32*x**2*cos(4) + x**3*(-6*cosh(6) - 72*cos(4) + 7*exp(8)) - 128*x**4*sin(4)
cosh(-6*x-6)	cosh(6) + 6*x*sinh(6) + 18*x**2*cosh(6) + 36*x**3*sinh(6) + 54*x**4*cosh(6)
(8*x**3+3)*cos(-7*x-6)	3*cos(6) - 21*x*sin(6) - 147*x**2*cos(6)/2 + x**3*(343*sin(6)/2 + 8*cos(6)) + x**4*(-56*sin(6) + 2401*cos(6)/8)
-(3*x+5)*cosh(4*x**2/5)+(6*x/6)*sin(-3*x)	-5 - 3*x - 3*x**2 + 29*x**4/10
exp(-3*x**2-4)	exp(-4) - 3*x**2*exp(-4) + 9*x**4*exp(-4)/2
-(5*x**2-8)*tanh(4*x**3-6)	-8*tanh(6) + 5*x**2*tanh(6) + x**3*(32 - 32*tanh(6)**2)
(4*x/5)*sinh(-7*x**3-7)/cos(-9*x**3/3)	-4*x*sinh(7)/5 - 28*x**4*cosh(7)/5
-(4*x**2/8)*sin(9*x**3-5)+tanh(3*x**3+9)/sin(8*x+5)	tanh(9)/sin(5) - 8*x*cos(5)*tanh(9)/sin(5)**2 + x**2*((64*cos(5)**2/sin(5)**2 + 32)*tanh(9)/sin(5) + sin(5)/2) + x**3*((-512*cos(5)**3/sin(5)**3 - 1280*cos(5)/(3*sin(5)))*tanh(9)/sin(5) + 3/sin(5) - 3*tanh(9)**2/sin(5)) + x**4*((4096*cos(5)**4/sin(5)**4 + 14336*cos(5)**2/(3*sin(5)**2) + 2560/3)*tanh(9)/sin(5) - 24*cos(5)/sin(5)**2 + 24*cos(5)*tanh(9)**2/sin(5)**2)
(5*x**3-9)*sin(8*x**2/7)/sinh(-8*x**3+9)	-72*x**2/(7*sinh(9))
-tanh(3*x-7)+exp(4*x**2/2)/sinh(-7*x**2+8)	tanh(7) + 1/sinh(8) + x*(-3 + 3*tanh(7)**2) + x**2*(-9*tanh(7) + 2/sinh(8) + 7*cosh(8)/sinh(8)**2 + 9*tanh(7)**3) + x**3*(-36*tanh(7)**2 + 9 + 27*tanh(7)**4) + x**4*(-135*tanh(7)**3 + 2/sinh(8) + 14*cosh(8)/sinh(8)**2 + (-49/2 + 49*cosh(8)**2/sinh(8)**2)/sinh(8) + 54*tanh(7) + 81*tanh(7)**5)
(9*x-8)*exp(2*x**2-5)/exp(6*x-5)+(7*x**3/8)*exp(5*x**2+3)	-8 + 57*x - 214*x**2 + x**3*(7*exp(3)/8 + 564) - 1168*x**4
-sin(9*x**2/4)/(8*x/5)*sin(-3*x**2/9)	15*x**3/32
-(6*x/5)*exp(4*x**3+4)	-6*x*exp(4)/5 - 24*x**4*exp(4)/5
-sin(-2*x**3-3)	sin(3) + 2*x**3*cos(3)
-sinh(7*x**2+1)	-sinh(1) - 7*x**2*cosh(1) - 49*x**4*sinh(1)/2
-(8*x/6)*tan(-2*x**2+2)	-4*x*tan(2)/3 + x**3*(8/3 + 8*tan(2)**2/3)
(7*x**2/5)*exp(7*x**3/2)+sinh(-6*x+9)/sin(7*x-9)	-sinh(9)/sin(9) + x*(6*cosh(9)/sin(9) - 7*cos(9)*sinh(9)/sin(9)**2) + x**2*(-(49/2 + 49*cos(9)**2/sin(9)**2)*sinh(9)/sin(9) + 42*cos(9)*cosh(9)/sin(9)**2 - 18*sinh(9)/sin(9) + 7/5) + x**3*(36*cosh(9)/sin(9) - 126*cos(9)*sinh(9)/sin(9)**2 + 6*(49/2 + 49*cos(9)**2/sin(9)**2)*cosh(9)/sin(9) - (343*cos(9)**3/sin(9)**3 + 1715*cos(9)/(6*sin(9)))*sinh(9)/sin(9)) + x**4*(-(12005/24 + 16807*cos(9)**2/(6*sin(9)**2) + 2401*cos(9)**4/sin(9)**4)*sinh(9)/sin(9) + 6*(343*cos(9)**3/sin(9)**3 + 1715*cos(9)/(6*sin(9)))*cosh(9)/sin(9) - 18*(49/2 + 49*cos(9)**2/sin(9)**2)*sinh(9)/sin(9) + 252*cos(9)*cosh(9)/sin(9)**2 - 54*sinh(9)/sin(9))
(3*x**3/5)*cos(4*x/4)/cos(7*x**2-4)/exp(3*x**3-6)	3*x**3*exp(6)/(5*cos(4))
exp(-9*x/2)	1 - 9*x/2 + 81*x**2/8 - 243*x**3/16 + 2187*x**4/128
(6*x-9)*exp(8*x+2)+sinh(7*x**2-2)+(7*x**3/3)*sin(5*x+1)	-sinh(2) - 9*exp(2) - 66*x*exp(2) + x**2*(-240*exp(2) + 7*cosh(2)) + x**3*(-576*exp(2) + 7*sin(1)/3) + x**4*(-1024*exp(2) - 49*sinh(2)/2 + 35*cos(1)/3)
(9*x**3/4)*sinh(-6*x**2-6)-exp(6*x**3-3)/(9*x**3-6)*exp(6*x**3+3)	1/6 + x**3*(9/4 - 9*sinh(6)/4)
tanh(-5*x**3-8)+(3*x**2+7)*sinh(-2*x-6)	-tanh(8) - 7*sinh(6) - 14*x*cosh(6) - 17*x**2*sinh(6) + x**3*(-46*cosh(6)/3 - 5 + 5*tanh(8)**2) - 32*x**4*sinh(6)/3
(4*x**3/8)*tan(2*x-1)/cosh(-5*x/9)+(5*x**3-6)*sinh(4*x**2-9)	6*sinh(9) - 24*x**2*cosh(9) + x**3*(-5*sinh(9) - tan(1)/2) + x**4*(1 + tan(1)**2 + 48*sinh(9))
tanh(-7*x**2/4)/(2*x**3-4)*tanh(-2*x**2+9)/(4*x**3-3)*tanh(2*x**2+1)	-7*x**2*tanh(1)*tanh(9)/48 + x**4*(-7*tanh(9)/24 - 7*tanh(1)*tanh(9)**2/24 + 7*tanh(1)**2*tanh(9)/24 + 7*tanh(1)/24)
(5*x**2/7)*exp(-9*x**2-3)-(2*x**2+4)*exp(-2*x**3/2)-tanh(-7*x**2-8)	tanh(8) - 4 + x**2*(-7*tanh(8)**2 + 5*exp(-3)/7 + 5) + 4*x**3 + x**4*(-49*tanh(8) - 45*exp(-3)/7 + 49*tanh(8)**3)
-tan(2*x**3/5)-(4*x+5)*sinh(-5*x**2+5)/tan(7*x**3+4)	-5*sinh(5)/tan(4) - 4*x*sinh(5)/tan(4) + 25*x**2*cosh(5)/tan(4) + x**3*(-2/5 + 20*cosh(5)/tan(4) - 5*(-7*tan(4) - 7/tan(4))*sinh(5)/tan(4)) + x**4*(-125*sinh(5)/(2*tan(4)) - 4*(-7*tan(4) - 7/tan(4))*sinh(5)/tan(4))
-(4*x**3-5)*sin(-3*x**3/8)/(8*x**2/6)*tan(5*x**3/8)/(7*x**2-1)*sin(9*x**2+3)	225*x**4*sin(3)/256
